행정구역(동읍면)별,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수
세종특별자치시,10,12,9,10,17,19,21,23,249,8,24,1036,3534
경기도 수원시,14,17,15,13,20,26,30,31,1877,171,68,21223,68571
경기도 성남시,12,16,13,12,20,25,29,29,1687,106,51,11509,47233
경기도 안양시,13,17,14,13,19,25,29,31,1048,66,52,7316,30053
경기도 부천시,14,16,14,11,19,25,30,26,1161,99,71,11662,41012
경기도 광명시,15,17,13,12,22,26,28,29,524,16,73,4637,20192
경기도 평택시,13,15,14,14,16,23,28,31,624,36,68,7953,28000
경기도 안산시,14,17,15,13,19,25,29,30,937,77,83,9753,38137
경기도 과천시,14,17,15,11,19,25,31,25,73,2,100,694,3379
경기도 오산시,16,16,15,14,20,26,32,33,233,10,113,6673,15381
경기도 시흥시,14,16,15,14,19,24,29,32,561,32,89,5273,24816
경기도 군포시,14,16,14,14,22,25,29,32,396,30,77,4241,16234
경기도 의왕시,13,16,14,12,21,24,28,27,182,3,73,2004,7707
경기도 하남시,16,17,13,9,20,25,27,22,166,7,98,2302,9254
경기도 용인시,15,17,15,14,19,26,30,33,1663,49,75,18571,67099
경기도 이천시,13,14,14,12,16,22,27,29,335,25,72,2944,12741
경기도 안성시,13,13,13,13,15,20,27,29,210,16,84,2844,10688
경기도 김포시,15,16,14,13,17,24,28,29,535,24,77,8568,23614
경기도 화성시,16,17,15,16,19,25,31,35,1031,31,78,15041,49157
경기도 광주시,13,18,16,13,21,27,31,31,363,9,80,2848,17042
경기도 여주시,12,12,12,11,15,18,26,24,106,8,84,1388,5600
경기도 양평군,10,12,11,8,13,19,24,22,72,4,96,696,5029
경기도 의정부시,13,16,14,13,17,25,29,29,633,42,68,5647,21968
경기도 동두천시,12,15,13,12,15,23,26,27,88,8,79,937,5247
경기도 고양시,13,17,15,13,20,25,30,31,1816,115,62,15030,55090
경기도 구리시,14,17,15,13,22,25,31,32,317,15,66,2567,9699
경기도 남양주시,14,18,15,13,19,25,30,30,842,28,87,11143,42143
경기도 파주시,15,16,15,14,18,24,30,31,454,26,102,8016,27390
경기도 양주시,12,15,16,15,14,23,31,33,220,6,107,2895,13048
경기도 포천시,12,12,12,12,13,19,24,26,139,9,105,1399,7384
경기도 연천군,11,9,9,11,13,14,23,24,40,0,99,419,1804
경기도 가평군,12,11,11,10,12,17,23,24,58,4,97,425,2668
강원특별자치도 춘천시,11,14,13,14,21,21,28,34,418,28,63,3573,14702
강원특별자치도 원주시,13,15,13,15,21,22,27,34,537,45,61,5474,19484
강원특별자치도 강릉시,11,13,14,13,18,20,28,29,370,36,55,1964,10404
강원특별자치도 동해시,13,15,12,12,19,22,24,29,112,13,86,1362,5184
강원특별자치도 태백시,11,10,10,10,18,16,24,27,49,3,92,471,2326
강원특별자치도 속초시,12,13,13,14,19,21,27,32,116,7,84,597,4023
강원특별자치도 삼척시,13,9,7,9,18,15,17,23,68,9,83,846,2864
강원특별자치도 홍천군,11,7,9,12,14,12,20,31,81,4,77,701,2968
강원특별자치도 횡성군,12,7,5,9,16,12,14,24,45,0,75,293,1765
강원특별자치도 영월군,8,7,5,7,12,11,14,20,26,2,99,335,1457
강원특별자치도 평창군,9,7,7,9,14,12,19,23,35,1,103,379,1751
강원특별자치도 정선군,10,7,7,7,15,11,18,20,32,0,96,371,1521
강원특별자치도 철원군,9,9,10,12,14,15,23,29,52,1,99,343,2409
강원특별자치도 화천군,11,6,8,8,15,10,20,25,20,0,109,378,1159
강원특별자치도 양구군,10,7,6,11,15,12,17,28,16,0,142,165,1156
강원특별자치도 인제군,9,7,7,9,14,12,20,24,23,0,136,477,1642
강원특별자치도 고성군,11,5,6,9,15,9,17,24,17,0,102,197,973
강원특별자치도 양양군,8,6,7,9,11,9,17,22,21,0,102,223,984
경상남도 창원시,12,14,13,12,22,22,29,29,1778,169,56,17817,57593
경상남도 진주시,13,14,12,12,21,21,27,31,740,60,40,4229,19647
경상남도 통영시,14,14,12,14,21,21,25,31,209,8,65,2209,7931
경상남도 사천시,11,13,12,9,16,20,26,22,207,8,42,1081,6302
경상남도 김해시,14,16,14,15,21,24,31,35,1081,69,61,9898,35354
경상남도 밀양시,13,11,10,11,18,17,25,23,140,10,47,1094,4240
경상남도 거제시,14,15,13,16,22,22,28,37,426,23,67,5524,16989
경상남도 양산시,13,15,14,14,22,23,29,34,437,26,68,6644,18322
경상남도 의령군,5,4,7,9,11,8,19,22,20,0,67,165,848
경상남도 함안군,11,11,11,10,18,17,24,24,75,0,67,1034,3657
경상남도 창녕군,10,8,10,10,14,14,23,25,55,4,56,586,2179
경상남도 고성군,5,7,7,11,11,13,19,24,69,2,51,311,2156
경상남도 남해군,10,8,6,10,13,13,17,23,43,1,61,221,1455
경상남도 하동군,6,7,6,8,9,12,17,23,36,5,87,188,1644
경상남도 산청군,9,6,6,6,12,10,15,19,25,1,93,198,1086
경상남도 함양군,11,8,8,9,16,13,19,25,44,2,69,412,1641
경상남도 거창군,11,10,7,10,16,16,19,24,86,6,53,597,2937
경상남도 합천군,6,5,6,8,11,9,17,21,41,1,55,278,1344
경상북도 포항시,14,15,12,12,20,23,26,26,712,57,57,8845,26552
경상북도 경주시,14,13,11,11,20,20,24,27,335,23,50,3381,11947
경상북도 김천시,14,11,7,11,20,19,17,27,110,17,79,2046,6228
경상북도 안동시,13,13,10,12,20,20,23,27,209,26,55,2340,8174
경상북도 구미시,14,16,13,14,20,25,27,33,784,59,62,10366,26891
경상북도 영주시,14,13,9,12,19,21,22,27,157,18,42,1190,4998
경상북도 영천시,13,10,8,10,17,18,21,25,80,7,70,763,3535
경상북도 상주시,13,9,6,5,17,16,17,20,99,9,54,1360,4093
경상북도 문경시,12,10,9,6,19,17,22,25,77,9,58,892,2974
경상북도 경산시,11,13,12,14,17,22,26,29,298,19,56,4560,12623
경상북도 군위군,9,6,4,9,11,10,13,23,8,0,144,114,499
경상북도 의성군,8,6,5,7,11,11,15,19,20,1,119,212,1285
경상북도 청송군,11,6,3,6,16,12,11,19,13,1,88,216,688
경상북도 영양군,8,6,3,8,11,11,10,20,8,0,121,128,543
경상북도 영덕군,9,8,6,10,10,14,15,23,31,0,72,157,1210
경상북도 청도군,11,7,2,9,13,13,10,19,28,1,50,300,1148
경상북도 고령군,9,8,5,9,11,14,14,19,23,0,80,234,1291
경상북도 성주군,10,6,5,7,12,12,16,21,28,0,71,212,1249
경상북도 칠곡군,13,13,11,10,18,20,24,27,192,5,58,2023,6992
경상북도 예천군,11,8,6,9,14,14,17,24,30,3,82,270,1437
경상북도 봉화군,9,6,5,3,10,10,14,11,13,0,125,221,1003
경상북도 울진군,10,9,8,11,12,15,19,23,52,4,78,245,2174
경상북도 울릉군,12,7,3,11,15,12,10,23,2,0,578,110,291
광주광역시 동구,12,11,10,15,19,18,21,31,187,109,27,893,3229
광주광역시 서구,11,14,14,14,18,21,28,31,730,91,40,4688,17578
광주광역시 남구,13,15,11,14,19,22,26,31,501,36,39,3923,12692
광주광역시 북구,12,14,12,14,17,21,26,33,816,116,44,6738,24025
광주광역시 광산구,14,15,13,14,20,23,28,34,879,69,58,8548,31571
대구광역시 중구,13,14,12,14,18,21,26,35,133,156,46,852,4172
대구광역시 동구,11,14,11,14,18,22,24,35,336,26,68,5631,16891
대구광역시 서구,12,12,10,10,22,20,23,23,147,26,73,1427,6628
대구광역시 남구,11,12,9,10,21,20,23,23,110,30,66,1744,5036
대구광역시 북구,12,14,12,13,19,22,25,31,579,48,68,7967,23860
대구광역시 수성구,11,15,14,15,19,24,26,34,900,46,45,6469,24717
대구광역시 달서구,13,14,13,12,23,23,26,31,854,60,64,9890,32870
대구광역시 달성군,13,12,11,13,21,20,23,31,284,9,64,4885,11367
대전광역시 동구,11,13,12,13,18,20,27,29,193,33,89,2772,12000
대전광역시 중구,12,13,13,15,19,20,29,34,251,107,76,3914,13400
대전광역시 서구,12,15,13,12,19,22,28,30,768,112,65,8155,27218
대전광역시 유성구,13,14,13,13,20,22,28,32,495,41,83,7364,23195
대전광역시 대덕구,12,12,12,10,19,19,26,26,252,14,66,2862,10126
부산광역시 중구,9,14,12,10,15,20,26,26,33,25,246,170,1448
부산광역시 서구,13,13,13,11,23,20,27,26,103,5,74,1117,3819
부산광역시 동구,12,12,12,12,21,19,26,25,42,28,104,917,2570
부산광역시 영도구,12,12,10,12,19,19,24,25,80,1,84,1057,4163
부산광역시 부산진구,13,14,13,10,23,21,27,24,372,176,62,5554,15696
부산광역시 동래구,13,15,15,14,24,23,28,32,468,51,49,4096,12144
부산광역시 남구,13,14,14,12,23,22,27,28,273,52,76,3151,12206
부산광역시 북구,13,14,12,13,23,21,26,31,357,39,74,4507,13744
부산광역시 해운대구,13,15,14,14,22,23,28,34,602,35,63,5482,20869
부산광역시 사하구,12,14,13,13,21,21,27,29,404,36,53,4510,14661
부산광역시 금정구,12,14,14,11,23,21,27,27,348,47,50,2912,9782
부산광역시 강서구,15,13,10,10,23,21,23,25,154,4,57,2334,5619
부산광역시 연제구,13,15,13,10,23,23,26,25,247,36,57,1787,9425
부산광역시 수영구,12,15,12,14,24,21,25,31,252,23,39,2078,6331
부산광역시 사상구,11,13,11,11,22,20,25,26,158,23,85,3496,8767
부산광역시 기장군,14,16,15,14,21,24,28,33,183,9,91,3460,9963
서울특별시 종로구,12,11,10,13,20,21,24,31,100,178,79,1330,5686
서울특별시 중구,12,13,9,13,16,22,19,31,65,62,121,1176,5474
서울특별시 용산구,12,12,11,14,22,21,23,30,131,34,88,1779,7923
서울특별시 성동구,13,13,11,13,22,21,24,27,245,34,79,2584,12352
서울특별시 광진구,12,14,13,15,23,23,27,32,375,54,66,3174,15327
서울특별시 동대문구,12,14,12,10,20,23,25,24,301,54,65,3388,14212
서울특별시 중랑구,12,14,13,12,20,22,26,27,287,19,88,3366,15779
서울특별시 성북구,12,15,13,12,21,24,28,30,421,32,72,5243,22467
서울특별시 강북구,12,14,13,11,20,23,27,26,209,24,86,2105,11225
서울특별시 도봉구,12,15,13,11,19,22,26,25,362,12,76,3027,16760
서울특별시 노원구,13,15,14,13,20,23,27,29,749,45,65,7255,29482
서울특별시 은평구,13,15,13,12,19,23,26,27,433,36,75,4586,23037
서울특별시 서대문구,12,15,12,12,21,22,25,27,285,66,63,2748,13331
서울특별시 마포구,13,13,13,12,21,23,26,27,442,161,52,3085,16361
서울특별시 양천구,12,16,14,14,20,24,28,32,1005,34,44,5177,24825
서울특별시 강서구,12,15,12,11,19,23,25,25,670,38,56,5858,27048
서울특별시 구로구,13,14,12,14,21,23,25,31,355,56,90,3482,19143
서울특별시 금천구,13,12,11,11,18,21,23,27,172,38,80,1666,9189
서울특별시 영등포구,12,12,13,12,22,21,25,27,316,155,85,4017,14449
서울특별시 동작구,12,15,13,12,20,24,26,28,363,103,71,3684,16887
서울특별시 관악구,13,13,12,11,20,22,26,25,369,87,71,4385,16883
서울특별시 서초구,14,17,13,13,23,26,28,31,825,262,46,3044,22595
서울특별시 강남구,12,15,12,14,22,25,26,32,1589,489,26,4318,24190
서울특별시 송파구,12,14,14,13,22,23,27,28,1034,75,52,6073,31048
서울특별시 강동구,15,14,12,11,22,23,26,24,683,40,45,4476,20448
울산광역시 중구,15,15,13,12,22,22,28,30,412,36,54,3491,11987
울산광역시 남구,14,15,13,14,22,22,28,32,1003,98,37,4712,16858
울산광역시 동구,16,15,12,12,23,22,25,28,267,11,59,2963,9839
울산광역시 북구,16,16,12,12,23,23,26,29,346,14,72,4744,13265
울산광역시 울주군,13,14,12,15,19,21,26,34,369,10,61,3694,13680
인천광역시 강화군,11,15,14,8,13,22,28,22,83,10,130,617,7421
인천광역시 옹진군,11,14,10,4,12,22,22,14,43,2,115,154,4186
인천광역시 중구,13,15,14,10,17,23,28,25,326,54,81,2099,16932
인천광역시 동구,13,16,16,10,17,24,31,25,543,23,59,1073,19904
인천광역시 미추홀구,14,16,14,11,19,24,29,27,620,70,78,4655,29082
인천광역시 연수구,14,15,15,13,21,22,28,29,582,94,83,5226,26605
인천광역시 남동구,14,15,14,13,18,22,27,29,372,28,89,10143,16884
인천광역시 부평구,14,16,15,12,21,23,29,27,656,26,86,6730,31449
인천광역시 계양구,14,8,9,12,22,13,21,29,48,1,248,4106,2495
인천광역시 서구,16,7,5,14,21,10,11,32,4,0,2607,9822,632
전라남도 목포시,13,16,14,12,17,24,28,28,446,34,49,4108,15494
전라남도 여수시,9,14,12,13,15,21,27,31,512,28,50,3321,14929
전라남도 순천시,11,15,14,12,16,23,29,30,408,44,71,3812,16805
전라남도 나주시,11,11,7,7,15,17,18,18,75,4,82,1043,4257
전라남도 광양시,11,13,13,13,14,21,27,31,230,9,71,1697,8947
전라남도 담양군,9,7,7,12,14,13,19,27,11,1,234,356,1428
전라남도 곡성군,8,7,10,10,11,13,25,27,22,1,91,176,999
전라남도 구례군,11,7,8,10,12,11,20,28,13,0,154,215,1051
전라남도 고흥군,6,7,7,12,11,13,18,27,45,1,93,336,2113
전라남도 보성군,7,6,6,11,8,10,18,25,31,1,79,242,1391
전라남도 화순군,11,10,9,14,13,16,22,33,92,3,64,492,3105
전라남도 장흥군,10,7,8,10,12,13,20,25,24,1,132,326,1539
전라남도 강진군,9,6,6,10,10,12,18,26,30,0,94,195,1353
전라남도 해남군,11,8,9,10,13,14,23,26,54,6,96,609,2938
전라남도 영암군,10,9,8,10,14,16,20,25,44,1,109,564,2646
전라남도 무안군,12,11,12,11,16,18,26,25,122,5,58,927,4421
전라남도 함평군,9,7,5,7,11,12,16,19,16,2,106,168,1047
전라남도 영광군,10,10,8,13,12,15,20,29,59,3,65,424,2329
전라남도 장성군,13,9,7,11,16,15,21,29,35,2,93,653,1928
전라남도 완도군,12,7,6,8,15,13,18,25,32,4,129,618,2109
전라남도 진도군,11,7,4,2,14,12,14,9,23,0,62,280,1201
전라남도 신안군,10,4,3,6,10,7,11,17,6,0,292,239,951
전북특별자치도 전주시,12,16,15,16,18,24,32,34,3375,305,25,11056,38399
전북특별자치도 군산시,12,13,14,14,18,21,30,32,3375,305,8,4131,15626
전북특별자치도 익산시,12,13,13,13,16,21,29,29,3375,305,9,4678,16180
전북특별자치도 정읍시,10,9,10,10,14,15,23,24,3375,305,3,1257,5380
전북특별자치도 남원시,9,9,10,10,13,16,24,25,3375,305,2,647,4268
전북특별자치도 김제시,9,8,9,9,13,12,23,20,3375,305,2,943,3612
전북특별자치도 완주군,11,10,9,10,16,16,22,22,3375,305,2,1426,5072
전북특별자치도 진안군,7,5,3,6,12,10,11,18,3375,305,0,259,915
전북특별자치도 무주군,9,8,6,7,12,13,16,17,3375,305,0,253,1075
전북특별자치도 장수군,10,8,5,6,14,12,14,18,3375,305,0,241,993
전북특별자치도 임실군,9,5,4,8,12,9,13,26,3375,305,0,233,1033
전북특별자치도 순창군,7,5,6,8,12,10,17,23,3375,305,0,265,1172
전북특별자치도 고창군,9,7,8,10,13,12,20,22,3375,305,1,436,2095
전북특별자치도 부안군,8,6,7,10,13,11,18,24,3375,305,1,564,2075
제주특별자치도 제주시,12,15,14,14,24,23,28,32,785,44,61,4813,29504
제주특별자치도 서귀포시,9,11,11,12,18,18,25,26,162,3,94,1130,8768
충청남도 천안시,13,15,14,15,21,24,29,34,1034,79,66,10880,38136
충청남도 공주시,10,10,10,12,17,16,24,28,120,11,75,1381,4742
충청남도 보령시,12,9,10,12,18,16,24,27,124,6,71,1208,4856
충청남도 아산시,13,15,14,15,19,23,28,31,374,20,89,5310,20189
충청남도 서산시,12,14,12,13,17,21,27,30,189,16,89,2178,10015
충청남도 논산시,9,10,9,11,14,17,21,26,109,15,75,739,5912
충청남도 계룡시,13,16,14,12,18,24,30,29,52,6,111,759,3208
충청남도 당진시,12,13,11,14,18,21,26,33,189,13,69,1714,9576
충청남도 금산군,10,9,8,12,14,14,22,27,34,2,128,401,2269
충청남도 부여군,10,7,9,12,12,12,22,26,52,5,100,571,2586
충청남도 서천군,8,7,8,9,10,12,23,22,54,5,62,288,1934
충청남도 청양군,9,6,6,10,15,11,16,23,20,2,117,316,1007
충청남도 홍성군,11,11,10,11,17,19,23,26,106,11,87,1290,5084
충청남도 예산군,11,8,10,11,14,14,23,24,74,11,71,783,3190
충청남도 태안군,9,9,9,10,14,14,21,24,46,3,106,470,2605
충청북도  청주시,12,14,13,14,18,22,28,33,1355,112,63,10890,49338
충청북도  충주시,12,12,12,11,18,18,26,26,275,27,59,2246,10257
충청북도  제천시,11,11,10,14,16,18,24,28,174,19,68,1776,6388
충청북도  보은군,10,6,8,9,12,10,20,28,24,1,88,298,1191
충청북도  옥천군,11,9,9,13,15,14,21,29,35,6,121,622,2180
충청북도  영동군,9,7,7,10,16,13,18,26,39,1,83,466,1799
충청북도  증평군,10,15,12,10,18,21,23,26,51,3,69,295,2029
충청북도  진천군,12,12,10,13,17,18,22,30,73,5,93,802,3969
충청북도  괴산군,9,6,6,11,12,9,17,30,15,0,147,255,1092
충청북도  음성군,11,10,10,12,16,17,21,29,83,9,98,1137,4635
충청북도  단양군,5,6,6,12,7,10,17,29,13,0,243,145,1174
서울특별시,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,0,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시,0,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,0,0,0,0,0,0,0,0,0,0,0,0,0
광주광역시,0,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시,0,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,0,0,0,0,0,0,0,0,0,0,0,0,0
강원특별자치도,0,0,0,0,0,0,0,0,0,0,0,0,0
충청북도,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,0,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도,0,0,0,0,0,0,0,0,0,0,0,0,0
전라남도,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,0,0,0,0,0,0,0,0,0,0,0,0,0
제주특별자치도,0,0,0,0,0,0,0,0,0,0,0,0,0
